source,target,weight,type
9855,9855,1,like
9855,8821,1,dislike
9855,9869,1,like
9855,1077,1,dislike
9855,6377,1,dislike
9857,701,1,like
9857,1027,1,follow
9857,7748,1,follow
9857,1047,1,like
9857,6433,1,dislike
9857,8643,1,like
9857,8193,1,dislike
9857,7674,1,dislike
9857,15914,1,follow
1666,13916,1,like
1666,12412,1,follow
1666,8312,1,follow
1666,16814,1,like
1666,13795,1,follow
1666,3793,1,follow
1666,3039,1,follow
1666,1666,1,like
1666,7665,1,like
1666,7377,1,like
1666,8252,1,follow
9864,7226,1,like
9864,16036,1,like
9864,14895,1,follow
9864,12199,1,follow
9864,2933,1,like
9864,11966,1,like
9864,11922,1,follow
9864,17615,1,like
9864,16696,1,follow
9864,14463,1,like
9864,20804,1,like
9864,14494,1,like
9864,9864,1,like
9864,14414,1,like
9869,15315,1,follow
9869,8439,1,follow
9869,9983,1,follow
9869,15911,1,like
9869,20282,1,like
9869,992,1,dislike
9869,15918,1,dislike
9873,2579,1,like
9873,8682,1,like
9873,9873,1,dislike
9873,14019,1,dislike
9873,15918,1,follow
9873,15070,1,like
9873,15315,1,like
9873,9623,1,follow
9876,9876,1,dislike
9876,8654,1,follow
9876,14451,1,follow
9876,10947,1,follow
9876,10335,1,like
9876,11086,1,like
9876,11063,1,follow
9876,16169,1,follow
9876,20154,1,like
9876,7262,1,like
9876,15561,1,like
9876,16036,1,follow
9876,14221,1,like
9876,17615,1,like
9876,87,1,like
9876,13998,1,like
9876,7399,1,follow
9876,15249,1,like
1684,9630,1,follow
1684,12412,1,follow
1684,14451,1,like
9877,9988,1,like
9877,15315,2,like
9877,10634,1,like
9877,9983,1,follow
9877,9753,1,follow
9877,991,2,dislike
9877,10594,1,follow
9877,9877,1,like
9877,15918,1,dislike
9877,15168,1,follow
9877,7027,1,dislike
9877,13823,1,like
9877,15446,1,follow
9877,6622,1,like
9881,11850,1,follow
9881,11972,1,like
9881,17201,1,follow
9881,2765,1,follow
9881,7317,1,follow
9881,135,1,like
9881,15765,1,follow
9881,16180,1,like
9881,16779,1,like
9881,2904,1,follow
9881,18738,1,follow
9881,16207,1,follow
9881,2471,1,like
9881,8188,1,like
9881,8092,1,like
9881,2269,1,like
9881,16020,1,follow
9881,16199,1,like
9881,12412,1,follow
9884,12412,2,like
9884,14373,1,like
9884,14530,1,follow
9884,12167,2,like
9884,10785,1,follow
9884,11495,1,like
9884,9884,1,dislike
9884,12232,1,like
9884,9885,1,unfollow
9884,14292,1,follow
9884,16038,1,follow
9884,10975,1,like
9884,9768,1,like
9884,20748,1,follow
9884,11953,1,follow
9884,14287,1,follow
9884,10999,1,follow
9884,11924,1,follow
9884,11972,3,follow
9884,6292,1,like
9884,6930,2,like
9884,16792,1,like
9884,7226,1,follow
9884,6377,1,like
9884,10380,1,follow
9884,8069,1,unfollow
9884,12168,1,like
9884,11252,1,follow
9884,16676,2,like
9884,12185,6,follow
9884,12073,1,follow
9884,12058,1,follow
9884,950,1,like
9884,11850,1,like
9884,12068,1,follow
9884,14996,1,follow
9884,1070,1,unfollow
9884,6347,1,follow
9884,12115,1,follow
9884,11969,1,follow
9884,16125,1,like
9884,9183,1,follow
9884,11236,1,like
9884,14611,1,like
9884,11811,1,like
9884,16169,1,follow
9884,17127,1,follow
9884,8994,1,like
9884,11976,1,like
9884,9427,1,like
9884,9074,1,follow
9884,9619,1,follow
9884,10271,2,like
9884,1127,1,follow
9884,12495,1,like
9884,16204,3,like
9884,11672,1,like
9884,8821,1,follow
9884,14471,1,follow
9884,9991,1,follow
9884,8817,1,like
9884,15765,1,follow
9884,11470,1,like
9884,11591,1,like
9884,6779,1,like
9884,12485,1,like
9884,11623,1,follow
9884,10250,1,follow
9884,14066,1,follow
9884,11287,1,like
9884,14342,1,like
9884,1081,1,like
9884,11468,1,like
9884,638,1,follow
9884,8766,1,like
9884,8790,1,follow
9884,8653,1,dislike
9884,11303,1,like
9884,10910,1,like
9884,14495,1,follow
9884,8300,1,like
9884,15912,1,like
9884,6622,1,like
9884,10211,1,like
9884,8877,1,follow
9884,7586,1,follow
9884,6599,1,follow
9884,2591,1,dislike
9884,8586,1,like
9884,8487,1,dislike
9884,7399,2,like
9884,8833,1,follow
9884,14063,1,like
9884,15934,1,like
9885,7725,2,like
9885,12180,1,like
9885,9427,1,like
9885,16537,1,like
9885,13552,1,follow
9885,1088,1,like
9885,8994,4,like
9885,14530,1,follow
9885,9068,1,follow
9885,16675,1,like
9885,9884,1,follow
9885,6930,1,like
9885,15918,1,follow
9885,9452,1,like
9885,11986,1,like
9885,7226,4,dislike
9885,10975,1,like
9885,11972,1,unfollow
9885,8887,1,follow
9885,12063,1,like
9885,7399,2,like
9885,1103,1,like
9885,8439,1,like
9885,14910,1,like
9885,20748,1,like
9885,6332,1,follow
9885,16230,1,like
9885,11596,1,follow
9885,9885,1,dislike
9885,14996,1,like
9885,8865,1,follow
9885,9183,1,follow
9885,11850,1,like
9885,11676,1,follow
9885,15244,1,like
9885,17645,1,like
9885,12033,1,like
9885,11974,1,follow
9885,8069,1,follow
9885,8487,1,follow
9885,8817,4,like
9885,9619,1,follow
9885,11470,1,like
9885,1438,1,follow
9885,8050,1,like
9885,12495,1,follow
9885,9630,1,like
9885,10752,1,like
9885,9991,1,like
9885,2784,1,like
9885,11004,1,like
9885,11252,1,like
9885,10380,1,like
9885,9053,1,like
9885,11287,1,like
9885,6622,2,like
9885,19873,1,dislike
9885,13908,2,like
9885,13792,1,like
9885,16169,1,like
9885,15914,1,dislike
9885,2663,1,follow
9885,6465,1,like
9885,8312,1,follow
9885,8904,1,dislike
1692,8802,1,follow
1692,1692,4,like
1692,12201,1,like
1692,7641,1,follow
1692,14463,1,like
1692,181,1,follow
1692,10193,1,follow
1692,12046,1,like
1692,17201,1,like
1692,19254,1,follow
1692,2993,1,like
1692,16020,1,like
1692,11957,1,like
1692,447,1,unfollow
1692,1790,1,like
1692,9357,1,like
1692,10490,1,follow
1692,17004,1,like
1692,2912,1,follow
1692,14907,1,follow
1692,16184,1,like
1692,9688,1,like
1692,8312,1,like
1692,10292,1,follow
1692,8300,1,like
1692,16502,1,follow
1692,6298,1,follow
1692,15040,1,like
1692,12168,1,like
1692,15932,1,follow
1692,7210,1,like
1692,8055,1,like
1692,2134,1,follow
1692,17203,1,dislike
1692,8166,1,like
1692,7665,1,dislike
1695,1359,1,like
1695,16647,1,follow
1695,15040,1,follow
1695,7456,1,like
9890,11573,1,follow
9890,14488,1,like
9890,190,1,like
9890,15519,1,follow
9890,9890,1,dislike
9890,8632,1,like
9891,9960,1,follow
9891,6599,1,like
9891,16200,1,follow
9891,20748,1,follow
9891,9891,3,like
9891,16184,1,follow
9891,8865,1,follow
9891,15185,1,like
9891,1359,1,follow
9891,15062,1,like
9891,12162,1,follow
9891,15252,1,like
9891,14471,1,like
9891,10253,1,like
9891,2069,1,follow
9891,8050,1,follow
9891,2134,1,follow
9893,9893,1,like
9893,20748,1,follow
9893,12168,1,like
9893,15879,1,follow
9893,17066,1,follow
9893,8439,1,follow
9893,16125,2,like
9893,9660,1,follow
9893,15128,1,follow
9893,6298,1,like
9893,154,1,follow
9904,14538,1,follow
9904,7720,1,dislike
9904,14459,1,like
9904,12412,1,like
9904,7827,1,like
9904,6465,1,follow
9904,8926,1,follow
1727,8767,1,follow
1727,2075,1,like
1727,6331,1,follow
1727,6360,1,like
1727,2745,1,follow
1727,6622,2,like
1727,6861,1,follow
1727,8312,1,follow
1727,12412,1,like
1727,9660,1,follow
1727,14910,1,like
1727,1864,1,like
1727,10717,1,dislike
1727,8844,1,follow
1727,11207,1,follow
1741,11953,2,follow
1741,7522,1,like
1741,14478,1,like
1741,1741,9,dislike
1741,9633,1,follow
1741,16180,1,follow
1741,10746,3,like
1741,14119,1,follow
1741,19209,2,follow
1741,14451,1,follow
1741,11802,1,follow
1741,1075,2,dislike
1741,2912,1,like
1741,9534,1,follow
1741,2789,2,follow
1741,8872,1,dislike
1741,20282,1,follow
1741,11620,1,follow
1741,12367,1,follow
1741,1214,1,follow
1741,7315,1,follow
1741,10608,1,like
1741,11949,1,follow
1741,12412,2,dislike
1741,8770,1,follow
1741,2933,1,follow
1741,11100,1,follow
1741,8911,1,like
1741,8831,1,follow
1741,6622,2,like
1741,10437,1,follow
1741,8188,1,like
1741,9630,1,follow
1741,369,1,follow
1741,15014,1,like
1741,8422,1,like
1741,447,1,follow
1741,13823,1,follow
1741,9713,1,follow
1741,9788,1,follow
1741,6288,1,dislike
1741,9272,1,follow
1741,14461,1,like
1741,8218,1,follow
1741,13552,2,like
1741,11360,1,follow
1741,190,1,like
9934,10447,1,follow
9934,1136,1,follow
9934,7977,1,like
9934,10161,1,like
9934,8191,1,like
9934,6465,1,follow
9936,1924,1,like
9936,15994,1,like
9936,8782,1,follow
9939,9366,1,follow
9939,1364,1,follow
9939,447,1,like
9939,8026,1,dislike
9939,10751,1,follow
9939,10696,1,like
9939,8050,1,follow
9939,6366,1,like
9939,10757,1,like
9939,6465,1,dislike
9939,15200,1,dislike
9939,16827,1,dislike
9939,9939,1,like
9939,10355,1,follow
9939,8487,1,like
9939,17470,1,follow
9939,16180,1,like
9941,11454,1,follow
9941,9941,1,dislike
9941,8774,1,follow
9941,8664,1,follow
9941,6629,1,follow
9941,9451,1,follow
9941,11961,1,like
9941,11006,1,like
9941,622,1,like
9941,15765,1,follow
9941,11929,1,like
9941,10939,1,like
9941,8439,1,like
9941,8214,1,follow
9941,15180,2,like
9941,2568,1,follow
9941,1070,1,like
9941,7088,1,like
9941,13870,1,dislike
9941,1047,2,like
9941,10781,1,like
9941,9476,1,dislike
9941,8054,1,like
9941,9452,1,like
9941,8193,1,like
9941,14910,1,like
9941,8777,1,like
9941,10048,1,like
9941,8877,1,like
9941,9991,1,like
9943,15022,1,follow
9943,9046,1,follow
9943,6323,1,like
9943,14160,2,like
9943,14495,1,follow
9943,11373,1,follow
9943,14832,1,follow
9943,9628,1,like
9943,8970,1,follow
9943,7852,1,like
9943,8679,1,like
9943,9008,1,like
9943,14685,1,like
9943,15129,1,like
9943,2050,1,follow
9943,8036,1,like
9944,2399,1,follow
9944,8312,1,follow
9944,8876,1,like
9944,8782,1,like
9944,8682,1,follow
9944,8830,1,like
9946,1047,1,like
9946,20435,1,follow
9960,9960,2,like
9960,11388,1,follow
9960,11636,1,like
9960,9068,1,follow
9960,15565,1,like
9960,14895,1,follow
9960,9630,1,like
9960,12162,1,follow
9960,11473,1,like
9960,9703,1,like
9960,6463,1,follow
9960,12412,1,like
9960,2187,1,like
9960,2205,1,follow
9960,16676,1,like
9960,14495,1,like
9960,9891,1,follow
9960,1938,1,dislike
9961,8790,1,follow
9961,13957,2,like
9961,1437,1,dislike
9961,10712,2,like
9961,15561,1,like
9961,7852,1,like
9961,6448,1,dislike
9961,9452,1,like
9961,12260,1,dislike
9961,8712,1,like
9961,7756,1,like
9961,8312,2,like
9961,8193,1,follow
9961,8818,1,like
9961,10043,1,like
9961,16486,1,like
9961,9961,1,like
9961,8044,1,like
9961,15918,1,like
1769,9623,1,follow
1769,15918,1,dislike
1769,15141,1,like
1769,15315,1,dislike
1769,991,1,follow
1769,13870,1,like
1769,20282,1,follow
1769,17640,1,dislike
1769,15062,1,follow
1769,7741,1,like
1769,11573,1,follow
1769,6465,1,dislike
1769,1769,1,like
1770,2755,1,like
1770,1770,1,dislike
1770,6332,1,follow
1770,13860,1,like
1770,16193,1,follow
1770,7748,1,follow
1770,1489,1,follow
1770,10655,1,like
1770,20342,1,like
1770,15040,1,follow
1770,19363,1,like
1770,17813,1,like
1770,14996,1,follow
1770,87,1,like
1770,2872,2,like
1770,16690,1,like
1770,8831,1,dislike
1770,17444,1,follow
1770,1047,1,like
1770,7086,1,follow
1770,7720,1,follow
1770,20403,1,dislike
1770,12412,1,follow
1770,19873,1,follow
1770,17045,1,like
1770,2135,1,follow
1770,8782,1,follow
1770,2132,1,dislike
1770,14563,1,follow
1770,7925,1,like
1770,369,1,follow
1770,8312,1,follow
1770,15029,1,follow
1770,15802,1,like
1770,14279,1,follow
1770,15573,1,like
1770,15135,1,like
1770,14119,1,follow
1770,15249,1,dislike
1770,15620,1,dislike
1774,16159,1,like
1774,1774,2,dislike
1774,18391,2,like
1774,1864,1,like
1774,16125,1,like
1774,10520,1,follow
1774,1528,2,like
1774,8267,1,like
1774,740,1,follow
1774,20748,2,follow
1774,8378,1,follow
1774,12111,1,like
1774,1917,1,follow
1774,8090,1,like
1774,2663,1,like
1774,9610,1,follow
1774,8312,1,follow
1774,17444,1,like
1774,8824,1,like
1774,15866,1,follow
1774,1938,1,like
1774,8118,1,dislike
1774,14907,1,like
1777,9630,1,follow
1777,11007,1,like
1777,8328,1,follow
1777,14855,1,follow
1777,9427,1,follow
1777,1777,1,dislike
1777,7402,1,like
1777,12167,1,follow
1777,12412,1,like
1777,2764,1,like
1777,13916,1,dislike
9970,20689,1,like
9970,2423,1,follow
9970,992,1,follow
9970,9826,1,like
9970,8766,1,like
9970,9970,1,like
9970,12090,1,dislike
9970,8312,1,follow
9970,11850,1,dislike
1790,10193,1,like
1790,1790,1,like
1790,9530,1,like
1790,17470,1,follow
1790,16204,1,follow
1790,6629,1,like
9983,15315,1,like
9983,10984,1,like
9983,9753,1,like
9983,16169,1,like
9983,15918,1,follow
1791,20403,1,like
1791,15918,1,follow
1791,1254,1,follow
1791,15315,1,like
1791,16755,1,dislike
1791,1791,1,like
9988,8050,1,like
9988,2128,1,follow
9988,9630,1,like
9988,2317,1,like
9988,13650,1,like
9988,9983,1,like
9988,999,1,like
9991,15677,1,like
9991,12412,1,like
9991,6622,1,follow
9991,10594,1,follow
9991,7226,1,like
9991,10634,1,follow
9991,16169,1,dislike
9991,9991,1,like
9991,8782,1,dislike
9991,9473,1,like
9991,8817,1,follow
9991,8312,1,follow
9991,8877,1,follow
9991,16660,1,follow
9991,9941,1,follow
9991,16811,1,follow
9991,18738,1,follow
9997,11965,1,follow
9997,15957,1,follow
9997,16228,1,follow
9997,13983,1,like
9997,2862,1,follow
9997,16310,1,follow
9997,16243,1,like
9997,2884,1,like
9997,16169,1,dislike
9997,6288,1,follow
9997,15168,1,follow
9997,13998,1,follow
9997,9630,1,follow
9997,10757,1,like
9997,15666,1,like
9997,6599,1,follow
9998,11110,1,like
9998,6861,1,like
9998,15918,1,follow
9998,1475,1,dislike
9998,15074,1,like
9998,10014,1,like
9998,15315,1,follow
9998,9988,1,like
9998,9623,1,like
1807,17615,1,follow
1807,14538,1,follow
1807,11871,1,like
1807,7720,1,like
1807,11961,1,like
1807,12412,2,unfollow
1807,11966,1,like
1807,14153,1,follow
1807,15320,1,like
1807,11944,1,like
1807,16675,1,follow
1807,19366,1,follow
1807,11628,1,like
1807,2784,1,follow
1807,15918,1,follow
1807,9534,1,follow
1807,16492,1,dislike
1807,1807,1,dislike
1807,19924,1,like
1807,20689,1,like
1807,20403,1,like
1807,9633,1,like
1807,15375,1,follow
1807,8648,1,like
1807,8312,2,like
1807,19209,1,follow
1807,1527,1,follow
1807,13552,2,like
1807,8191,1,dislike
1807,10655,1,like
1807,13916,1,like
1807,9181,1,like
1807,9451,1,follow
1807,2069,1,follow
1807,9630,1,follow
1807,1490,1,follow
1807,14451,1,follow
1807,16269,1,follow
1807,13834,1,like
1807,8422,1,dislike
1807,19873,1,like
1807,7522,1,follow
1807,8782,1,like
1807,9997,1,like
1807,14471,1,dislike
1807,2872,1,like
1807,1075,1,follow
1807,482,1,like
1807,14744,1,like
1807,6978,1,dislike
1807,6069,1,follow
1807,263,1,follow
9999,19366,1,like
9999,10498,1,like
9999,9826,1,like
9999,8760,1,follow
9999,11505,1,follow
9999,10335,1,like
9999,8312,1,like
9999,20576,1,follow
9999,9999,1,like
9999,17470,1,like
9999,9427,1,follow
9999,16880,1,like
9999,16169,1,follow
9999,7898,1,like
9999,6599,1,like
9999,16020,1,follow
9999,14478,1,follow
10001,18738,1,like
10001,12167,1,follow
10001,16676,1,like
10001,7399,1,follow
10001,12412,1,follow
10001,17151,1,follow
10001,8830,1,follow
10001,6984,1,like
10001,16020,1,follow
10001,8451,1,like
1810,13902,1,follow
1810,14459,1,follow
1810,9451,1,follow
1810,16200,1,follow
1810,16036,1,follow
1810,15014,1,like
1810,7653,1,follow
1810,8036,1,like
1810,8766,1,like
1810,6622,1,follow
1810,13502,1,dislike
1810,8630,1,follow
10005,16537,1,follow
10005,8214,1,follow
10005,8267,1,like
10005,17640,1,follow
10005,8766,1,like
10005,8439,1,like
10005,7522,1,follow
10005,1301,1,like
10005,6629,1,follow
1821,6465,1,follow
1821,17151,2,like
1821,17066,1,unfollow
1821,11276,1,like
1821,6439,2,like
1821,1821,1,dislike
1821,12185,1,like
1821,11608,1,follow
1821,12334,1,like
1821,13998,1,follow
1821,16492,1,like
1821,12167,1,like
1821,7399,1,follow
1821,1807,1,unfollow
1821,14451,1,follow
1821,8648,1,like
1821,20613,1,follow
1821,16038,1,like
1821,16682,1,follow
1821,10757,1,like
1821,14379,1,like
1821,6592,1,like
1821,14495,1,follow
1821,11069,1,follow
1821,7715,1,like
1821,15023,1,like
1821,9074,1,follow
1821,7163,1,follow
1821,9997,1,follow
1821,7095,1,like
1821,16069,1,follow
1821,16180,1,dislike
1821,14488,1,like
1821,1810,1,follow
1821,16036,1,follow
1821,15200,1,like
1821,9826,1,dislike
1821,8036,1,follow
1821,6390,1,dislike
1821,8026,2,like
1821,18738,1,like
1821,2738,1,dislike
1821,14463,1,follow
1821,8267,1,like
1821,16020,1,dislike
1821,12412,1,follow
1821,7726,1,follow
1821,2843,1,dislike
1821,6922,1,follow
1821,11215,1,dislike
1821,13830,1,dislike
1821,19925,1,like
10014,13233,1,like
10014,10634,1,follow
10014,1103,1,like
10014,13823,1,follow
10014,8275,1,follow
10014,13513,1,follow
10014,2187,1,like
10014,8920,1,follow
10014,15210,2,like
10014,20489,1,follow
10014,9998,1,like
1834,11722,1,follow
1834,15175,1,follow
1834,11872,1,follow
1834,10717,1,like
1834,8366,1,follow
1835,10858,1,dislike
1835,10857,1,like
1835,11800,1,follow
1835,1835,1,dislike
1835,11458,1,follow
1835,15175,1,like
1835,11872,1,follow
1835,8366,1,follow
1835,16866,1,follow
10029,10029,1,like
10029,11450,1,follow
10029,6622,1,like
10029,916,1,follow
10029,2569,1,like
10029,6930,1,follow
10029,14451,1,like
1842,15911,1,follow
1842,7522,1,follow
1842,16169,1,unfollow
1842,9534,1,like
1842,12412,1,follow
1842,14538,1,follow
1842,8876,1,dislike
1842,8817,1,follow
1842,12390,1,follow
1842,13924,1,like
1842,2845,1,like
1842,8312,1,follow
1842,16696,1,dislike
1842,1842,2,like
1842,14066,1,follow
1842,14808,1,follow
1842,1917,1,like
1842,340,1,dislike
1842,19209,1,follow
1842,170,1,follow
1842,12255,1,like
1842,1153,1,dislike
1842,15247,1,follow
1842,2653,2,like
1846,8312,1,follow
1846,8822,1,follow
1846,1103,2,like
1846,11986,1,follow
1846,14287,1,follow
1846,16676,1,follow
1846,1153,4,dislike
1846,1846,2,dislike
1846,16115,1,follow
1846,10380,1,follow
1846,8656,1,follow
1846,10193,1,follow
1846,13998,1,like
1846,553,1,follow
1846,11007,1,follow
1846,7210,1,like
1846,653,1,follow
1846,7399,1,follow
1846,11985,1,like
1846,19629,1,follow
1846,8802,1,follow
1846,17201,1,follow
1846,19254,1,like
1846,16537,1,follow
1846,11850,1,follow
1846,15200,1,follow
1846,11614,1,like
1846,14907,2,like
1846,11846,1,like
1846,8188,1,follow
1846,19919,1,follow
1846,8026,1,like
1846,10335,1,follow
1846,8191,1,like
1846,7806,1,like
1846,16811,1,like
1846,916,1,follow
1846,16502,1,follow
1846,8994,1,like
1846,11063,1,like
1846,7371,1,like
1846,10189,1,like
1846,14160,1,follow
1846,6599,1,dislike
1846,2113,1,follow
1846,8214,1,like
1846,2738,1,follow
1846,12485,1,dislike
1846,6629,1,follow
1846,10622,1,like
1846,9283,1,follow
1846,13902,1,dislike
1846,15587,1,like
1846,15866,1,like
1846,135,1,like
1846,18527,1,follow
1846,14478,1,follow
1846,225,1,like
1846,7182,1,follow
1846,10258,1,like
1846,2765,1,follow
1846,8830,1,like
1846,10253,1,like
1846,10634,1,dislike
1846,9071,1,follow
1846,6323,1,dislike
1846,15578,1,follow
1846,15023,1,dislike
1846,8707,1,follow
1846,8271,1,follow
1846,7452,1,dislike
1846,8232,1,like
1846,7834,1,dislike
1846,7788,1,follow
1848,1848,1,dislike
1848,11139,2,like
1848,11871,1,unfollow
1848,12412,1,follow
1848,7639,1,dislike
1848,9820,1,unfollow
1848,2574,1,follow
1848,11846,1,like
1848,2224,1,like
1848,1064,1,follow
1848,8166,1,follow
1848,10689,1,like
1848,20342,1,like
1848,1069,1,follow
1848,7911,1,follow
1848,10086,1,like
1848,13998,1,follow
1848,10376,1,like
1848,16486,1,unfollow
1848,10043,1,like
1848,16682,1,follow
1848,8777,1,dislike
1848,135,1,dislike
1848,2120,1,like
1848,7653,1,follow
1848,14923,1,like
1848,16619,1,like
1848,14463,1,dislike
1848,16464,1,dislike
10043,10043,2,like
10043,135,1,follow
10043,16650,1,dislike
10043,12412,1,follow
10043,16036,1,like
10043,8166,1,like
10043,16486,1,like
10043,7748,1,like
10043,14679,1,like
10043,2866,1,dislike
10043,8026,1,like
10043,9691,1,follow
10043,14463,1,like
10043,15249,1,like
10043,16559,1,follow
10043,8774,1,follow
10048,8069,1,follow
10048,9557,1,like
10048,10193,1,like
10048,14996,1,follow
10048,994,1,like
10048,10048,1,like
10048,12185,1,like
10048,10835,1,follow
10048,968,1,like
10048,16125,1,follow
10048,1103,2,like
10048,10634,1,follow
10048,14530,1,like
10048,16755,1,like
10048,10325,1,follow
10048,6298,1,dislike
10048,16676,1,dislike
10048,8833,1,like
10048,6599,1,dislike
10048,14832,1,like
10048,8312,1,follow
10048,16038,1,like
10048,7680,1,follow
10048,12090,1,like
10048,622,1,like
10048,2134,1,follow
10048,12018,1,like
10048,9941,1,follow
10048,7210,1,follow
10048,8782,1,like
10049,12412,1,follow
10049,7274,1,follow
10049,10049,4,like
10049,16565,1,like
10049,14855,1,follow
10049,9884,1,like
10049,10050,1,follow
10049,9427,1,like
10049,1070,1,like
10049,9703,1,like
10049,10445,1,dislike
10049,992,1,follow
10049,8312,1,follow
10049,9630,1,dislike
10049,8817,1,like
10049,12168,1,dislike
10049,10298,1,like
10049,13834,1,like
10049,7636,1,like
10049,15040,1,dislike
10049,18738,1,follow
10049,10048,1,like
10049,9660,1,like
10049,9122,1,follow
10049,7834,1,like
10049,8267,1,like
10050,12162,1,follow
10050,7456,1,like
10050,11936,1,like
10050,16200,1,follow
10050,16184,1,follow
10050,739,1,follow
10050,6465,1,like
10050,1864,1,follow
10050,14907,1,follow
10050,2933,1,like
10050,1103,1,follow
10050,11215,1,follow
10050,10940,1,follow
10050,10325,1,like
10050,8375,1,like
10050,14618,1,like
10050,15023,1,follow
10050,14113,1,follow
10050,8191,1,dislike
10050,9122,1,like
10050,10467,1,follow
10050,8487,1,like
10050,9008,1,like
10050,14459,1,follow
10050,10269,1,like
10050,17039,1,dislike
10050,6622,1,like
10050,8865,1,like
10050,9881,1,like
10050,9999,1,like
1864,15985,1,follow
1864,6377,1,follow
1864,12174,1,like
1864,1846,1,like
1864,1864,1,follow
1864,15315,1,follow
1864,1103,1,follow
1864,8439,3,dislike
1864,17039,1,follow
1864,10663,1,follow
1864,16193,1,follow
1864,15624,1,like
1864,7012,1,like
1864,11693,1,like
1864,638,1,like
1864,11774,1,follow
1864,16125,1,like
1864,20748,1,like
1864,18738,1,like
1864,12067,1,follow
1864,13870,1,follow
1864,11620,1,like
1864,12102,1,like
1864,10274,1,like
1864,11936,1,like
1864,9579,1,like
1864,16150,1,follow
1864,672,1,follow
1864,1073,1,follow
1864,8774,1,follow
1864,1153,1,follow
1864,1741,1,follow
1864,15014,1,follow
1864,6332,2,like
1864,9095,1,follow
1864,10859,1,follow
1864,14538,1,like
1864,16600,1,follow
1864,8798,1,follow
1864,7029,1,like
1864,13865,1,follow
1864,16036,1,follow
1864,15040,1,like
1864,16619,1,follow
1864,8188,1,follow
1864,8495,1,follow
1864,14895,1,follow
1864,7456,1,follow
1864,6930,1,like
1864,10634,2,like
1864,14941,1,follow
1864,13233,1,like
1864,15062,1,follow
1864,2933,1,like
1864,14162,1,follow
1864,20489,1,follow
1864,13879,1,follow
1864,8312,1,follow
1864,2843,1,follow
1864,10788,1,dislike
1864,8055,1,like
1864,17074,1,like
1864,496,1,follow
1864,12379,1,follow
1864,13998,2,like
1864,8648,1,follow
1864,9824,1,dislike
1864,15918,2,like
1864,9893,1,like
1864,13552,1,like
1864,15249,1,like
1864,16602,1,dislike
1864,7925,1,like
1864,8766,1,dislike
1864,1922,1,follow
1864,1027,1,dislike
1864,10563,1,follow
1864,7778,1,follow
1864,6298,1,follow
1864,14336,1,like
1864,19209,1,follow
1864,14440,1,like
1864,13851,2,dislike
1864,6922,1,like
1864,8630,1,like
1864,7834,1,like
1864,15407,1,dislike
1864,12412,1,follow
1864,1979,1,like
1864,14361,1,dislike
1864,14217,1,dislike
1864,8426,1,like
10058,8822,1,like
10058,13834,1,follow
10058,10058,2,like
10058,14941,1,like
10058,10438,1,dislike
10058,10634,1,like
10058,10267,1,follow
10058,15129,1,like
10058,8807,1,dislike
10058,15876,1,like
10058,15918,1,follow
10058,7977,1,like
10058,20282,1,like
10058,16125,1,follow
10058,10298,1,like
10058,6332,1,follow
10058,15455,1,like
10058,14491,1,follow
10058,9451,1,like
10058,12168,1,like
10058,17640,1,follow
10058,8312,1,follow
10058,15638,1,dislike
10058,15963,1,like
10058,1034,1,follow
10058,12064,1,follow
10058,8426,1,follow
10058,7642,1,dislike
10066,10066,1,like
10066,16840,1,follow
10066,6463,1,dislike
10066,9630,2,like
10066,7741,1,like
10066,16184,1,follow
10066,14451,1,follow
10066,9534,1,follow
10066,8877,1,follow
10066,8312,1,follow
10066,16020,1,like
10066,15673,1,like
10066,6629,1,follow
10066,12412,1,follow
10066,2181,1,follow
1880,11953,1,follow
1880,10815,1,like
1880,20748,1,follow
1880,9805,1,like
1880,9516,1,like
1880,994,1,follow
1880,8267,1,like
1880,16125,1,like
1880,18738,1,dislike
1880,17615,1,follow
1880,14440,1,follow
1880,1917,1,dislike
1880,428,1,like
10072,14907,1,follow
10072,14530,1,follow
10072,13823,1,like
10072,14996,1,follow
10072,8835,1,dislike
10072,8026,1,like
10074,10197,1,follow
10074,14996,1,dislike
10074,20282,1,like
10074,2399,1,like
10074,9451,1,dislike
10074,6622,1,like
1884,11966,1,like
1884,10193,1,follow
1884,2653,1,like
1884,15965,1,like
10078,12766,1,like
10078,2128,1,follow
10078,15412,1,follow
10078,12168,1,like
10078,13823,1,like
10078,1621,1,like
10078,16565,1,follow
10078,8822,1,like
10078,6465,1,follow
10078,11006,1,like
10078,9122,1,like
10078,8312,1,follow
10078,20435,1,follow
10078,6298,1,like
10078,20282,1,follow
10078,16125,1,follow
10078,13834,2,like
10078,12412,1,dislike
10086,11139,2,like
10086,16193,1,like
10086,17383,1,follow
10086,14923,1,follow
10086,13902,1,dislike
10086,16486,1,follow
1906,9826,1,dislike
1906,994,1,like
1906,8876,1,dislike
1906,13902,1,like
1906,15765,1,like
1906,8822,1,follow
10105,19873,1,dislike
10105,6622,1,like
10105,16660,1,dislike
10105,7371,1,like
10105,7164,1,follow
10105,10105,1,dislike
10105,9630,1,like
10105,8877,1,follow
10105,8833,1,follow
10105,3793,1,follow
10105,8630,1,like
10105,13924,2,like
10107,10299,1,follow
10107,12046,1,follow
10107,8050,1,follow
10107,12167,1,like
10107,8217,1,like
10107,15918,1,follow
10107,10249,1,follow
