source,target,weight,type
12046,16619,1,like
12046,11236,1,like
12046,8865,4,follow
12046,12058,1,follow
12046,11329,1,follow
12046,15624,1,follow
12046,11069,1,follow
12046,12096,1,like
12046,16180,1,like
12046,8193,1,follow
12046,8191,1,follow
12046,15185,1,like
12046,6347,1,follow
12046,11970,1,like
12046,8075,1,follow
12046,17201,1,follow
12046,11693,1,like
12046,11676,1,follow
12046,2786,1,like
12046,15375,1,follow
12046,16647,1,follow
12046,11595,1,follow
12046,11597,1,like
12046,20689,1,follow
12046,7522,1,like
12046,7722,1,follow
12046,15244,1,like
12046,11388,1,follow
12046,12199,1,follow
12046,8654,1,follow
12046,12018,1,like
12046,11650,1,follow
12046,16464,1,like
12046,9630,1,follow
12046,8817,1,follow
12046,19209,1,like
12046,8802,2,like
12046,12185,1,like
12046,10335,1,like
12046,1692,1,like
12046,11614,1,like
12046,17004,1,follow
12046,13971,1,follow
12046,11373,1,follow
12046,992,1,follow
12046,1144,1,like
12046,10835,1,like
12046,7332,1,follow
12046,15578,1,like
12046,8877,1,follow
12046,170,1,follow
12046,1103,1,like
12046,10947,1,follow
12047,12095,1,like
12047,11388,1,like
12047,10815,1,follow
12047,11958,1,like
12047,16020,1,follow
12047,20576,1,follow
12047,15618,1,follow
12047,9534,1,like
12047,15175,1,follow
12047,11961,1,follow
12047,8193,1,like
12047,12058,1,follow
12047,12199,1,follow
12047,7748,1,like
12047,16440,1,like
12047,17444,1,follow
12052,14494,1,follow
12052,20748,1,follow
12052,12168,1,unfollow
12052,17127,1,follow
12052,9884,1,follow
12052,16792,1,like
12052,2314,1,follow
12052,2866,1,like
12052,6629,1,follow
12052,18738,1,follow
12052,12081,1,follow
12052,7456,1,follow
12052,14832,1,like
12052,15185,1,like
12052,20403,1,follow
12052,13513,1,follow
12052,12046,1,like
12052,14287,1,like
12052,10258,1,follow
12052,12072,1,follow
12052,8267,1,like
12052,7210,1,follow
12052,8487,1,like
12052,6465,1,like
12052,10256,1,like
12055,12055,5,like
12055,11303,1,like
12055,11969,1,follow
12055,9451,1,follow
12055,8818,1,follow
12055,9779,1,like
12055,16020,1,follow
12055,18738,1,follow
12055,12068,1,like
12055,8845,1,like
12055,2653,1,like
12055,9068,1,follow
12055,10622,1,follow
12055,10658,1,like
12055,11930,1,like
12055,12111,1,like
12055,11597,1,like
12055,16158,1,follow
12055,16443,1,follow
12055,7210,1,follow
12055,13998,1,like
12055,14459,1,follow
12055,8009,1,follow
12055,14221,1,like
12055,11789,1,unfollow
12055,12412,1,follow
12055,7377,1,like
12058,12058,1,like
12058,6599,1,follow
12058,17151,2,like
12058,12766,1,like
12058,15210,1,follow
12058,16676,1,like
12058,1070,1,follow
12058,12040,1,follow
12058,11976,1,like
12058,3581,1,like
12058,16749,1,like
12058,13902,1,like
12058,10380,1,like
12058,20748,1,follow
12058,7226,1,follow
12058,15565,1,unfollow
12058,15556,1,like
12058,19191,1,like
12058,17171,1,like
12060,9805,1,like
12060,11936,1,follow
12060,8901,1,follow
12060,1103,1,follow
12060,9885,1,follow
12060,11824,1,follow
12060,7399,1,like
12060,15249,1,like
12060,16125,1,follow
12060,12060,1,like
12060,11515,1,like
12060,11961,1,like
12062,12062,7,like
12062,10050,1,follow
12062,13073,1,follow
12062,12167,1,follow
12062,12185,2,follow
12063,12063,3,like
12063,7456,1,like
12063,11972,1,follow
12063,11958,1,follow
12063,7399,1,follow
12063,9884,2,like
12063,20748,1,like
12063,12167,1,like
12063,11936,1,follow
12063,8191,1,follow
12063,13552,1,like
12063,2653,1,unfollow
12063,13039,1,like
12063,10662,1,like
12063,11976,1,follow
12063,12014,1,follow
12063,17201,1,like
12064,18391,2,like
12064,6930,1,follow
12064,9884,1,like
12064,12064,5,like
12064,1064,1,follow
12064,10859,1,follow
12064,17640,1,like
12064,11958,1,follow
12064,16180,1,follow
12064,1054,5,unfollow
12064,12128,1,follow
12064,17066,1,follow
12064,10673,1,follow
12064,12052,1,follow
12064,17127,1,follow
12064,11974,1,follow
12064,12133,1,follow
12064,12002,1,follow
12064,16676,1,like
12064,15964,1,follow
12064,13552,1,like
12064,11006,1,like
12064,9068,1,like
12064,15062,1,follow
12064,8214,1,like
12064,12022,1,follow
12064,2884,1,like
12064,740,1,follow
12064,20748,1,follow
12064,12073,1,follow
12064,1447,1,like
12064,8296,1,follow
12064,11959,1,like
12064,16204,1,follow
12064,8790,1,unfollow
12064,11982,1,follow
12064,11971,1,follow
12064,7399,1,like
12064,8213,1,follow
12064,15412,1,like
12064,16647,1,like
12064,8925,1,follow
12064,13883,1,like
12064,14463,1,like
12064,16125,1,follow
12064,1938,1,like
12064,949,1,like
12064,12111,1,follow
12064,11943,1,follow
12064,14907,1,like
12064,18527,1,like
12064,8942,1,follow
12064,14292,1,like
12064,10231,1,follow
12064,1846,1,like
12064,9941,1,follow
12065,11974,3,follow
12065,10253,1,like
12065,10490,1,follow
12065,8821,1,like
12065,12065,4,like
12065,9826,2,like
12065,8020,1,like
12065,8832,1,follow
12065,15070,1,follow
12065,10662,2,like
12065,12052,1,like
12065,20748,1,like
12065,11672,1,follow
12065,15455,1,like
12065,11654,1,follow
12065,11966,1,like
12065,6629,1,follow
12065,10269,1,like
12065,7751,1,follow
12065,7156,1,like
12065,18527,1,like
12065,11982,1,follow
12065,6323,1,follow
12065,9805,1,like
12065,11953,2,follow
12065,9516,1,like
12065,11694,1,like
12065,8267,1,follow
12065,8069,1,like
12065,12201,1,follow
12065,11594,1,like
12065,1774,1,like
12065,9053,1,follow
12065,14494,1,like
12065,10799,1,like
12065,12288,1,follow
12065,11255,1,like
12065,672,1,like
12065,8790,1,follow
12065,11600,1,like
12065,16565,1,like
12067,1103,1,follow
12067,8439,3,like
12067,12067,6,like
12067,16159,1,like
12067,10342,1,like
12067,11693,1,follow
12067,17194,1,like
12067,13879,1,follow
12067,1073,1,like
12067,8901,1,like
12067,16749,1,like
12067,1864,1,follow
12067,20804,1,like
12067,12033,1,like
12068,12068,1,like
12069,14996,1,like
12069,9710,1,like
12069,12069,1,like
12069,16619,1,follow
12069,16676,1,follow
12069,7399,1,like
12069,11924,1,follow
12069,13552,1,follow
12069,11961,1,like
12072,11693,1,like
12072,17615,1,follow
12072,17039,1,like
12072,15985,1,follow
12072,12168,1,follow
12072,6288,1,like
12072,11811,1,like
12072,19191,1,like
12072,12072,2,like
12072,10757,1,follow
12072,14538,1,like
12072,10490,1,follow
12072,14287,1,follow
12072,9068,1,like
12072,14495,1,follow
12072,16676,1,like
12072,1846,1,follow
12073,15778,1,follow
12073,12073,2,like
12073,18391,1,follow
12073,12134,1,unfollow
12073,8872,1,follow
12073,19363,2,like
12073,7720,5,like
12073,6323,1,follow
12073,7069,1,follow
12073,13992,1,like
12073,9630,1,like
12073,12133,4,follow
12073,17151,1,unfollow
12073,12023,1,like
12073,20748,1,like
12073,7748,3,like
12073,8770,2,follow
12073,11242,1,follow
12073,10663,1,follow
12073,15618,1,follow
12073,11953,1,like
12073,11620,2,like
12073,11988,1,like
12073,15918,1,follow
12073,14153,1,follow
12073,12131,1,like
12073,1490,2,like
12073,11944,1,like
12073,8782,2,like
12073,8243,1,follow
12073,16180,1,like
12073,19873,1,like
12073,12412,1,follow
12073,17615,1,like
12073,9712,1,like
12073,8026,1,follow
12073,8831,1,like
12073,19209,1,follow
12073,19191,1,like
12081,17615,1,follow
12081,12081,1,like
12081,11964,1,follow
12081,18738,1,follow
12081,16676,1,follow
12081,16038,1,like
12081,9355,1,like
12081,8036,1,follow
12081,10342,1,follow
12081,15618,1,follow
12081,12178,1,follow
12081,11936,1,like
12081,19209,1,like
12081,12052,1,like
12081,11833,1,follow
12081,6388,1,follow
12081,1070,1,like
12081,11676,1,like
12081,11470,1,follow
12081,9046,1,like
12081,14494,2,like
12081,8702,1,like
12083,9630,1,follow
12083,12083,2,like
12083,16038,1,follow
12083,11628,1,like
12083,16744,1,follow
12083,19209,1,follow
12083,13942,1,follow
12085,10815,1,like
12085,19432,1,like
12085,16792,1,like
12085,12085,2,like
12085,10193,1,like
12085,14119,1,like
12085,20795,1,follow
12085,3039,1,like
12085,10326,1,follow
12085,12201,1,like
12085,11283,1,follow
12086,11976,1,unfollow
12086,20748,2,like
12086,12086,3,like
12086,18391,1,like
12086,11950,1,follow
12086,10621,1,follow
12086,12168,1,follow
12086,19629,1,like
12086,8865,1,like
12086,12095,1,like
12086,9560,1,like
12086,12111,1,like
12086,8920,1,follow
12088,11505,1,like
12088,12088,2,like
12088,8054,1,like
12088,17615,1,follow
12088,12412,1,follow
12088,11969,1,like
12088,11595,1,follow
12088,11607,1,like
12088,11802,1,like
12088,20403,1,like
12088,19873,1,follow
12089,9630,1,follow
12089,16675,1,like
12089,12412,1,like
12089,11614,1,follow
12090,12090,4,like
12090,11451,1,follow
12090,13985,1,like
12090,11871,1,follow
12090,16682,1,like
12090,1848,1,follow
12090,11139,1,follow
12090,2574,1,follow
12090,8069,2,like
12090,12034,1,follow
12094,19873,1,follow
12094,12094,2,like
12094,16036,1,follow
12094,16676,1,follow
12094,13992,1,follow
12094,15985,1,follow
12094,11676,1,follow
12094,11601,1,follow
12094,20748,1,follow
12094,17615,1,follow
12094,15412,1,like
12094,13797,1,follow
12094,10520,1,follow
12094,14175,1,like
12094,12095,1,like
12094,16792,1,like
12094,16675,1,like
12094,20689,1,like
12094,12412,1,like
12095,12095,16,like
12095,9516,1,like
12095,12190,1,follow
12095,12188,1,like
12095,8193,1,like
12095,9068,2,like
12095,739,1,follow
12095,11847,1,like
12095,11693,2,like
12095,12046,1,follow
12095,13992,1,like
12095,12164,1,like
12095,11972,1,like
12095,9765,1,like
12095,17615,2,follow
12095,11966,2,like
12095,9633,1,like
12095,10757,1,follow
12095,16020,1,like
12095,12166,1,like
12095,11961,1,follow
12095,12168,1,follow
12095,12200,1,like
12095,16792,1,follow
12095,12060,1,like
12095,11596,1,follow
12095,11388,1,follow
12095,13908,1,follow
12095,16169,1,follow
12095,12177,1,like
12095,14451,1,like
12095,20804,3,follow
12095,14471,1,like
12095,2912,1,follow
12095,20748,1,follow
12095,7751,1,like
12095,16749,1,follow
12095,11603,1,follow
12095,11236,1,follow
12095,11608,1,like
12095,13879,1,follow
12095,8188,1,follow
12095,12161,1,like
12095,12073,1,follow
12095,1070,1,follow
12095,6861,1,follow
12095,16125,1,like
12095,12129,1,follow
12095,15450,1,follow
12095,19366,1,follow
12095,11676,1,follow
12095,19209,1,like
12095,12104,1,follow
12095,8822,1,follow
12095,12034,1,like
12095,11958,1,follow
12095,8214,1,follow
12095,11957,2,like
12095,1924,1,like
12095,5958,1,follow
12095,12167,1,follow
12095,11850,2,like
12095,15320,1,like
12095,20435,2,like
12095,10835,1,follow
12095,3039,1,like
12095,16619,1,follow
12095,17171,1,follow
12095,7674,1,follow
12095,14494,2,like
12095,16038,1,follow
12095,15918,1,follow
12095,10267,1,like
12095,16675,1,like
12095,15040,1,like
12095,6388,1,follow
12095,14491,1,follow
12095,14287,1,follow
12095,8439,1,follow
12095,1621,1,like
12095,7210,1,like
12095,15292,1,follow
12095,8026,1,follow
12095,11965,1,follow
12095,11953,1,like
12095,12412,1,follow
12095,16440,1,follow
12095,8833,1,like
12095,11597,1,like
12095,11964,1,follow
12095,11387,1,follow
12095,9427,1,like
12095,10870,1,like
12095,13902,1,follow
12095,1490,1,follow
12095,15022,1,like
12095,2113,1,follow
12095,12009,1,like
12095,11451,1,like
12095,12258,1,like
12095,11925,1,like
12095,3876,1,unfollow
12095,14530,1,follow
12095,11976,1,follow
12095,19254,1,follow
12095,17640,1,like
12095,14832,1,follow
12095,19629,1,like
12095,992,1,follow
12095,14495,2,like
12095,12003,1,like
12095,9534,1,follow
12095,11950,1,like
12095,15618,1,follow
12095,11614,1,follow
12095,15172,1,follow
12095,1075,1,follow
12095,19596,1,like
12095,16180,1,follow
12096,12096,7,like
12096,11922,1,follow
12096,8439,1,follow
12096,8865,1,unfollow
12096,12199,1,follow
12096,9884,1,follow
12096,11966,1,follow
12096,16910,1,like
12096,12180,1,like
12096,6445,1,follow
12096,17615,1,like
12096,1103,1,like
12096,11007,1,follow
12096,20748,1,like
12096,8069,1,follow
12096,14019,1,like
12096,1489,1,follow
12096,7295,1,follow
12096,14832,1,like
12096,13826,1,follow
12096,12095,1,follow
12096,9743,1,like
12096,12104,1,follow
12096,8821,1,follow
12096,10490,1,like
12096,11975,1,like
12096,9826,1,like
12096,12535,1,like
12102,14414,1,like
12102,11693,1,like
12102,15450,1,like
12102,12102,6,like
12102,16038,1,follow
12102,8026,1,like
12102,7456,1,like
12102,16125,1,follow
12102,14538,1,like
12102,16676,1,follow
12102,16619,1,like
12102,11958,1,like
12102,7011,1,like
12102,10622,1,follow
12102,12167,1,follow
12102,16565,1,follow
12102,10835,1,unfollow
12102,1864,1,follow
12102,12128,1,follow
12102,9703,1,follow
12102,12106,1,like
12102,11936,1,like
12102,10746,1,follow
12102,7399,1,follow
12102,16193,1,like
12102,12203,1,like
12102,7182,1,like
12102,1153,1,like
12102,8201,1,follow
12102,16701,1,like
12104,6861,2,like
12104,16125,1,follow
12104,8188,1,like
12104,15918,1,follow
12104,9633,1,follow
12104,9534,1,follow
12104,12104,4,like
12104,1924,1,follow
12104,19209,1,follow
12104,2912,1,like
12104,11936,1,follow
12104,14563,1,unfollow
12104,15128,1,follow
12104,14119,1,follow
12104,17722,1,like
12104,20613,1,like
12104,11802,1,follow
12104,8872,2,like
12104,16749,1,follow
12104,12188,1,follow
12104,11827,1,like
12104,20748,1,like
12104,13797,1,follow
12104,8312,1,follow
12104,1807,2,follow
12104,13981,1,like
12105,12105,3,like
12105,14471,1,follow
12105,11943,1,follow
12105,7748,1,like
12105,1017,1,like
12105,11871,1,follow
12105,9712,1,like
12105,11961,1,like
12105,16125,2,like
12105,19873,1,follow
12105,6311,1,like
12105,7226,1,like
12105,12046,1,like
12105,11796,1,follow
12105,12177,1,follow
12105,11693,1,follow
12105,12102,1,like
12105,15985,1,like
12105,12412,1,follow
12105,11841,2,like
12105,6347,1,follow
12105,14119,1,follow
12105,8312,1,follow
12105,11505,1,like
12105,11595,1,like
12105,16288,1,follow
12105,994,1,follow
12105,11650,1,like
12105,9534,1,follow
12105,9630,1,follow
12105,8451,1,like
12106,11975,1,like
12106,12106,3,like
12106,11953,1,follow
12106,11633,1,like
12106,11976,1,follow
12106,20342,1,follow
12106,10757,1,follow
12106,1103,1,follow
12106,6465,1,like
12106,12412,1,follow
12106,12128,1,follow
12106,12002,1,unfollow
12106,7456,1,like
12106,2087,1,like
12106,11924,1,like
12106,10342,1,like
12106,12060,1,follow
12106,19873,1,like
12106,15185,1,like
12110,19596,1,follow
12111,12412,1,follow
12111,10859,1,unfollow
12111,18391,2,like
12111,12111,3,like
12111,10673,1,follow
12111,8963,1,like
12111,12064,1,like
12111,9068,1,follow
12111,11856,1,like
12111,16749,1,follow
12111,6332,2,like
12111,10231,1,like
12111,11958,1,follow
12111,8265,1,like
12115,12115,4,like
12115,12200,1,follow
12115,1924,1,like
12115,20282,3,like
12115,13916,1,like
12115,10515,1,follow
12115,12018,1,follow
12115,8817,1,like
12115,12412,1,follow
12115,20358,1,follow
12115,12090,1,like
12115,6347,1,follow
12115,2471,1,like
12115,8802,1,follow
12115,10835,1,like
12115,13627,1,like
12115,14119,1,like
12115,6465,1,like
12115,1490,1,like
12115,16675,1,like
12119,16866,1,follow
12119,16193,1,like
12119,1621,1,follow
12128,11388,1,follow
12128,11867,1,follow
12128,8054,1,follow
12128,16125,1,like
12128,11260,1,like
12128,8464,1,like
12128,1103,1,like
12128,12106,1,like
12128,12128,1,like
12128,170,1,follow
12128,11007,1,like
12129,20435,1,follow
12129,15618,1,like
12129,11672,1,follow
12129,9885,1,like
12129,6758,1,like
12129,12065,1,like
12129,11961,1,follow
12129,1994,1,like
12129,7332,1,follow
12130,8831,1,follow
12130,19873,1,follow
12131,11988,1,follow
12131,14538,1,like
12131,20748,1,follow
12131,1807,1,like
12131,12131,3,like
12131,11953,2,like
12131,11841,1,like
12131,11944,1,like
12131,1527,1,like
12131,17151,1,like
12131,8770,1,follow
12131,12073,1,like
12131,7748,1,like
12131,8831,1,like
12131,16541,1,like
12133,14292,1,like
12133,20748,1,like
12133,12133,4,like
12133,12152,1,like
12133,1807,1,follow
12133,7069,1,follow
12133,15373,1,follow
12133,1490,1,like
12133,16180,1,like
12133,12168,1,follow
12133,14153,1,follow
12133,12022,1,like
12133,12064,1,follow
12133,11953,2,follow
12133,12131,1,follow
12133,8831,1,like
12133,16675,1,follow
12133,369,1,like
12133,9703,1,follow
12133,12073,3,like
12133,19873,2,like
12133,991,1,like
12133,19924,1,like
12134,12073,1,like
12134,18391,1,follow
12134,16180,1,follow
12134,6311,1,follow
12134,12134,4,like
12134,12133,1,follow
12134,11984,1,follow
12134,11988,1,like
12134,8872,1,follow
12134,14538,1,like
12134,16744,1,follow
12134,11944,1,follow
12134,12131,1,like
12134,1490,1,like
12134,19209,1,follow
12134,11953,1,follow
12134,19363,1,like
12134,20748,1,follow
12134,15618,1,like
12134,8770,1,like
12134,14153,1,like
12136,11953,1,follow
12136,10835,1,like
12138,8312,1,like
12138,12138,3,like
12138,12046,1,follow
12138,16158,1,like
12138,6292,1,follow
12138,8817,1,follow
12138,12177,1,like
12138,19191,1,follow
12138,11242,1,follow
12138,17615,1,like
12138,9630,1,like
12138,11345,1,like
12138,19209,1,unfollow
12140,20804,2,like
12140,12199,1,follow
12140,14451,1,follow
12140,12140,1,like
12140,11961,1,follow
12140,12168,1,follow
12140,17615,1,unfollow
12140,8439,1,like
12140,2611,1,like
12140,12167,1,follow
12140,16229,1,like
12140,1692,1,follow
12140,11943,1,follow
12140,12178,1,like
12140,11922,1,like
12140,11957,1,follow
12140,10757,1,like
12140,16038,1,like
12140,9427,1,follow
12140,9068,1,follow
12140,11929,1,like
12140,10271,1,like
12140,12085,1,like
12140,19873,1,follow
12140,14530,1,like
12140,17171,1,like
12140,7332,1,follow
12140,12095,1,like
12140,16125,1,like
12140,10701,1,like
12140,11069,1,like
12140,960,1,like
12140,1994,1,like
12140,15418,1,like
12140,10239,1,like
12140,8188,1,like
12140,8901,1,like
12140,12046,1,like
12140,11415,1,like
12140,15168,1,like
12141,7456,1,follow
12141,20804,1,like
12141,15249,1,like
12141,2050,1,like
12141,10658,1,follow
12141,12184,1,follow
12141,14478,1,like
12141,12141,2,like
12141,7399,1,like
12141,11958,3,like
12141,369,1,follow
12141,12064,1,like
12141,20342,1,like
12141,16910,1,like
12141,13957,1,like
12141,16125,1,like
12141,12063,1,follow
12141,11676,1,like
12141,12128,1,like
12141,11069,1,follow
12141,15040,1,like
12143,1864,1,like
12143,16676,1,follow
12143,11518,1,follow
12143,12058,1,like
12145,12145,1,like
12145,1190,1,like
12145,13870,1,like
12150,7849,1,follow
12150,20342,1,like
12150,117,1,follow
12150,11934,1,follow
12150,9534,1,like
12150,522,1,like
12152,9630,1,follow
12152,1741,1,like
12152,12106,1,like
12152,16792,1,like
12152,17151,1,follow
12152,19209,1,follow
12156,9630,4,like
12156,2845,1,follow
12156,11505,1,follow
12156,17615,1,like
12156,19209,1,follow
12156,19873,1,like
12156,1490,1,follow
12156,15618,1,like
12156,8026,1,like
12156,12047,1,like
12158,16749,1,follow
12158,16792,1,like
12158,10816,1,follow
12158,1490,1,like
12158,7399,1,follow
12158,9534,1,like
12158,16701,1,like
12158,14679,1,like
12161,12161,2,like
12161,12167,1,follow
12161,11961,1,follow
12161,8925,1,follow
12161,11841,1,like
12161,11693,1,like
12161,11984,1,follow
12161,12412,1,follow
12161,3876,1,follow
12162,2794,1,follow
12162,12086,1,follow
12162,11518,1,follow
12162,12162,1,like
12162,10253,1,like
12162,17383,1,follow
12162,9427,1,like
12162,20748,1,like
12162,7456,1,like
12162,16676,1,follow
12162,1103,1,like
12162,12106,1,follow
12162,16693,1,like
12162,16038,1,like
12162,12199,1,like
12162,6465,1,follow
12164,12164,3,like
12164,12095,1,follow
12164,8267,1,follow
12164,20748,1,follow
12164,14923,1,like
12164,14063,1,follow
12164,16036,1,like
12164,12040,1,like
12164,11958,1,like
12164,12221,1,like
12164,10342,1,like
12164,7456,1,like
12164,11693,1,like
12164,8901,1,follow
12164,11287,1,like
12164,16676,1,follow
12164,12367,1,like
12164,12033,1,like
12164,12086,1,like
12164,12041,1,like
12167,8887,1,like
12167,11650,1,follow
12167,12167,13,like
12167,960,1,follow
12167,11637,1,follow
12167,15200,1,unfollow
12167,9427,1,like
12167,13391,1,follow
12167,2738,1,follow
12167,16440,1,follow
12167,12095,1,like
12167,11007,1,like
12167,12009,1,like
12167,20804,1,follow
12167,10515,1,like
12167,9068,1,follow
12167,15985,1,like
12167,11833,1,unfollow
12167,11961,1,follow
12167,16125,3,like
12167,117,1,follow
12167,19925,1,like
12167,12003,1,like
12167,15185,1,follow
12167,11287,1,like
12167,12412,4,like
12167,12168,1,like
12167,17813,1,follow
12167,16020,1,like
12167,13865,1,like
12167,10193,1,unfollow
12167,1528,1,follow
12167,15578,1,like
12167,11388,1,like
12167,19873,1,follow
12167,7522,1,follow
12167,20403,1,like
12167,17201,1,follow
12167,14495,1,follow
12167,1617,1,follow
12167,11128,1,like
12167,8702,1,like
12167,16169,1,like
12167,15023,1,like
12167,8865,1,like
12167,6463,1,follow
12167,11748,1,like
12167,12162,1,like
12167,2764,1,like
12167,11276,1,like
12167,1842,1,follow
12167,8587,1,like
12167,11936,1,like
12167,15146,1,like
12167,739,1,follow
12167,13998,1,like
12167,15624,1,follow
12167,10835,1,like
12167,13811,2,like
12167,10987,1,follow
12167,447,1,like
12167,12204,1,follow
12167,14685,1,follow
12167,15375,1,follow
12167,3039,1,like
12167,1922,1,follow
12167,10335,1,like
12167,16038,1,follow
12167,13992,1,follow
12167,14478,1,follow
12167,10269,1,follow
12167,17645,1,like
12167,15945,1,follow
12167,584,1,like
12167,992,1,follow
12167,6332,1,follow
12167,8312,1,dislike
12167,15587,1,follow
12167,10211,1,like
12167,7210,1,follow
12167,1359,1,like
12167,16972,1,dislike
12167,18738,2,like
12167,10298,1,like
12167,12367,1,like
12167,8667,1,like
12167,8036,2,like
12167,14451,1,dislike
12167,8188,1,follow
12167,2069,1,follow
12167,13945,1,dislike
12167,6465,1,follow
12167,13552,1,like
12167,19209,1,like
12168,12156,1,like
12168,14414,1,follow
12168,11961,1,follow
12168,1490,2,like
12168,16690,1,like
12168,9557,1,follow
12168,19191,2,like
12168,2224,1,follow
12168,1103,2,like
12168,17615,1,follow
12168,20748,1,follow
12168,1695,1,follow
12168,8193,1,follow
12168,11007,1,like
12168,15185,1,follow
12168,12086,1,follow
12168,12412,1,follow
12168,15455,1,follow
12168,15315,1,like
12168,7989,1,like
12168,16792,1,like
12168,8654,1,follow
12168,16125,1,dislike
12168,9451,1,like
12168,2738,1,follow
12168,117,2,like
12168,1267,1,follow
12168,14648,1,follow
12168,10736,1,follow
12168,13902,1,like
12168,1924,1,follow
12168,14494,1,follow
12168,16200,1,like
12168,11605,1,follow
12168,12062,1,follow
12168,10757,1,follow
12168,12047,1,like
12168,11867,1,like
12168,11603,1,like
12168,16676,1,follow
12168,8823,1,follow
12168,6332,1,follow
12168,10253,1,follow
12168,15765,1,like
12168,19873,1,follow
12168,10256,1,follow
12168,11500,1,follow
12168,2471,1,follow
12168,1027,1,follow
12168,15450,1,follow
12168,12234,1,follow
12168,6930,1,follow
12168,11204,1,follow
12168,14491,1,like
12168,12168,3,like
12168,14119,1,like
12168,17813,1,follow
12168,2574,1,follow
12168,86,1,follow
12168,12167,1,like
12168,10193,1,follow
12168,16675,1,follow
12168,13860,1,follow
12168,1994,1,like
12168,10540,1,like
12168,14478,1,like
12168,2187,1,like
12168,9029,1,like
12168,1774,1,like
12168,1528,1,follow
12168,16169,1,follow
12168,16269,1,follow
12168,16701,1,like
12168,8214,1,follow
12168,1984,1,follow
12168,10897,1,follow
12168,994,1,like
12168,15639,1,like
12168,15618,1,follow
12168,14907,2,like
12168,15918,1,dislike
12168,20282,1,dislike
12168,8762,1,follow
12168,14954,1,follow
12168,6629,1,dislike
12168,10947,1,dislike
12168,10298,1,follow
12168,8877,1,like
12168,6366,1,follow
12168,7262,1,like
12168,8267,1,like
12168,17641,1,dislike
12168,3091,1,dislike
12168,13662,1,follow
12168,2443,1,follow
12168,8994,1,like
12168,7925,1,like
12168,19432,1,follow
12168,8029,1,dislike
12168,14808,1,like
12168,7635,1,like
12168,7163,1,like
12168,855,1,follow
12166,16158,1,follow
12166,11636,1,follow
12166,11388,3,like
12166,12166,5,like
12166,8817,2,follow
12166,2872,1,follow
12166,12208,1,follow
12166,12178,1,like
12166,16792,1,follow
12166,8818,1,follow
12166,15185,1,follow
12166,11614,1,like
12166,9633,1,follow
12166,2845,1,like
12166,10757,1,like
12166,19873,2,like
12166,20804,2,like
12166,13916,1,like
12166,12177,1,like
12166,7456,1,follow
12166,12141,1,follow
12166,1070,1,like
12166,959,1,like
12166,12033,1,follow
12166,11957,1,like
12166,1864,1,like
12166,13795,1,follow
12166,8590,1,like
12166,9884,1,like
12174,12180,1,like
12174,15618,1,like
12174,16749,1,like
12174,12174,1,follow
12174,15761,1,like
12174,12168,1,follow
12174,9046,1,like
12174,11972,1,follow
12174,12412,1,like
12174,11961,1,like
12174,15292,1,like
12174,10576,1,like
12174,16125,1,like
12174,10700,1,like
12175,12412,2,like
12175,12175,2,like
12175,9630,1,like
12175,12178,1,follow
12175,17615,4,follow
12175,16193,1,like
12175,12009,1,like
12175,2205,2,like
12175,9427,1,like
12175,14895,1,like
12175,8495,1,like
12175,16560,1,like
12177,12018,1,like
12177,10835,1,follow
12177,12177,1,follow
12177,11957,2,follow
12177,10342,1,follow
12177,20804,1,follow
12177,16792,1,follow
12177,11752,1,follow
12177,15985,1,follow
12177,11614,1,like
12177,19191,1,like
12177,15185,1,follow
12177,8188,2,like
12177,12095,2,like
12177,12046,2,like
12177,1103,1,like
12177,11961,2,like
12177,14488,1,like
12177,13908,1,follow
12177,9427,1,follow
12177,12166,1,like
12177,20358,2,follow
12177,11622,1,follow
12177,9884,2,like
12177,12158,1,like
12177,13992,1,like
12177,11693,2,like
12177,9630,1,follow
12177,12167,1,like
12177,11965,1,like
12177,6311,1,follow
12177,18738,1,like
12177,9534,1,like
12177,19873,1,follow
12177,16020,1,like
12177,19209,1,follow
12177,2738,1,like
12177,12203,1,like
12177,8817,1,follow
12177,11608,1,like
12177,16158,1,follow
12177,7722,1,like
12177,10254,1,like
12177,1924,1,like
12177,20748,1,like
12177,20576,1,follow
12177,11388,1,follow
12177,9183,1,like
12177,950,1,like
12177,9535,1,like
12177,17039,1,like
12177,10562,1,like
12178,14910,1,like
12178,12178,5,like
12178,16690,1,like
12178,12162,1,follow
12178,11620,1,like
12178,9427,1,follow
12178,13924,1,like
12178,9452,1,like
12178,447,1,follow
12178,20613,1,like
12178,12081,1,like
12178,12175,1,like
12178,959,1,like
12178,9630,1,like
12178,11636,1,like
12178,11961,1,like
12178,14495,2,follow
12178,1103,1,like
12178,14491,1,like
12178,10342,1,like
12178,12412,1,like
12178,16038,1,like
12178,10253,1,like
12178,15963,1,like
12178,11128,1,like
12178,11984,1,like
12178,11603,1,like
12178,11654,1,follow
12178,16020,1,like
12179,10203,1,like
12179,12412,2,follow
12179,8025,1,follow
12179,15315,1,follow
12179,13870,1,like
12179,12179,1,like
12179,9534,1,follow
12179,916,1,like
12179,2514,1,follow
12180,11958,1,follow
12180,12095,1,follow
12180,8887,1,like
12180,12180,1,like
12180,1770,1,like
12180,8832,1,follow
12180,8188,1,like
12181,2845,1,follow
12181,9557,1,follow
12181,10993,1,like
12181,9103,2,like
12181,15315,2,like
12181,16464,1,like
